Timestamp,Account,Provider,Event,PeakEquity,CurrentEquity,DDPercent,OpenTrades,Details
2026.02.16 12:06:12,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:13,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:13,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:13,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:14,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:14,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:14,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:14,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:15,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:15,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:15,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:16,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:16,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:17,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:17,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:17,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
